item_id,base_item_index,template_id,verb_pair,subject_singular,subject_plural,distractor_singular,distractor_plural,condition,subject_number,distractor_number,prompt,singular_verb,plural_verb,correct_verb,wrong_verb,full_sentence_example,subject_token_start,subject_token_end,distractor_token_start,distractor_token_end,final_token_position,prompt_token_length
agr_0223,223,of_in_question,be_present,student,students,ministry,ministries,SP,singular,plural,The student of the ministries in question,is,are,is,are,The student of the ministries in question is responsible for the decision.,1,1,4,4,6,7
agr_0223,223,of_in_question,be_present,student,students,ministry,ministries,PS,plural,singular,The students of the ministry in question,is,are,are,is,The students of the ministry in question are responsible for the decision.,1,1,4,4,6,7
agr_0223,223,of_in_question,be_present,student,students,ministry,ministries,PP,plural,plural,The students of the ministries in question,is,are,are,is,The students of the ministries in question are responsible for the decision.,1,1,4,4,6,7
agr_0224,224,of_in_question,be_present,accountant,accountants,firm,firms,SS,singular,singular,The accountant of the firm in question,is,are,is,are,The accountant of the firm in question is responsible for the decision.,1,1,4,4,6,7
agr_0224,224,of_in_question,be_present,accountant,accountants,firm,firms,SP,singular,plural,The accountant of the firms in question,is,are,is,are,The accountant of the firms in question is responsible for the decision.,1,1,4,4,6,7
agr_0224,224,of_in_question,be_present,accountant,accountants,firm,firms,PS,plural,singular,The accountants of the firm in question,is,are,are,is,The accountants of the firm in question are responsible for the decision.,1,2,5,5,7,8
agr_0224,224,of_in_question,be_present,accountant,accountants,firm,firms,PP,plural,plural,The accountants of the firms in question,is,are,are,is,The accountants of the firms in question are responsible for the decision.,1,2,5,5,7,8
agr_0225,225,of_in_question,be_present,scientist,scientists,authority,authorities,SS,singular,singular,The scientist of the authority in question,is,are,is,are,The scientist of the authority in question is responsible for the decision.,1,1,4,4,6,7
agr_0225,225,of_in_question,be_present,scientist,scientists,authority,authorities,SP,singular,plural,The scientist of the authorities in question,is,are,is,are,The scientist of the authorities in question is responsible for the decision.,1,1,4,4,6,7
agr_0225,225,of_in_question,be_present,scientist,scientists,authority,authorities,PS,plural,singular,The scientists of the authority in question,is,are,are,is,The scientists of the authority in question are responsible for the decision.,1,1,4,4,6,7
agr_0225,225,of_in_question,be_present,scientist,scientists,authority,authorities,PP,plural,plural,The scientists of the authorities in question,is,are,are,is,The scientists of the authorities in question are responsible for the decision.,1,1,4,4,6,7
agr_0226,226,of_in_question,be_present,editor,editors,branch,branches,SS,singular,singular,The editor of the branch in question,is,are,is,are,The editor of the branch in question is responsible for the decision.,1,1,4,4,6,7
agr_0226,226,of_in_question,be_present,editor,editors,branch,branches,SP,singular,plural,The editor of the branches in question,is,are,is,are,The editor of the branches in question is responsible for the decision.,1,1,4,4,6,7
agr_0226,226,of_in_question,be_present,editor,editors,branch,branches,PS,plural,singular,The editors of the branch in question,is,are,are,is,The editors of the branch in question are responsible for the decision.,1,1,4,4,6,7
agr_0226,226,of_in_question,be_present,editor,editors,branch,branches,PP,plural,plural,The editors of the branches in question,is,are,are,is,The editors of the branches in question are responsible for the decision.,1,1,4,4,6,7
agr_0227,227,of_in_question,be_present,operator,operators,board,boards,SS,singular,singular,The operator of the board in question,is,are,is,are,The operator of the board in question is responsible for the decision.,1,1,4,4,6,7
agr_0227,227,of_in_question,be_present,operator,operators,board,boards,SP,singular,plural,The operator of the boards in question,is,are,is,are,The operator of the boards in question is responsible for the decision.,1,1,4,4,6,7
agr_0227,227,of_in_question,be_present,operator,operators,board,boards,PS,plural,singular,The operators of the board in question,is,are,are,is,The operators of the board in question are responsible for the decision.,1,1,4,4,6,7
agr_0227,227,of_in_question,be_present,operator,operators,board,boards,PP,plural,plural,The operators of the boards in question,is,are,are,is,The operators of the boards in question are responsible for the decision.,1,1,4,4,6,7
agr_0228,228,of_in_question,be_present,lecturer,lecturers,office,offices,SS,singular,singular,The lecturer of the office in question,is,are,is,are,The lecturer of the office in question is responsible for the decision.,1,1,4,4,6,7
agr_0228,228,of_in_question,be_present,lecturer,lecturers,office,offices,SP,singular,plural,The lecturer of the offices in question,is,are,is,are,The lecturer of the offices in question is responsible for the decision.,1,1,4,4,6,7
agr_0228,228,of_in_question,be_present,lecturer,lecturers,office,offices,PS,plural,singular,The lecturers of the office in question,is,are,are,is,The lecturers of the office in question are responsible for the decision.,1,2,5,5,7,8
agr_0228,228,of_in_question,be_present,lecturer,lecturers,office,offices,PP,plural,plural,The lecturers of the offices in question,is,are,are,is,The lecturers of the offices in question are responsible for the decision.,1,2,5,5,7,8
agr_0229,229,of_in_question,be_present,director,directors,committee,committees,SS,singular,singular,The director of the committee in question,is,are,is,are,The director of the committee in question is responsible for the decision.,1,1,4,4,6,7
agr_0229,229,of_in_question,be_present,director,directors,committee,committees,SP,singular,plural,The director of the committees in question,is,are,is,are,The director of the committees in question is responsible for the decision.,1,1,4,4,6,7
agr_0229,229,of_in_question,be_present,director,directors,committee,committees,PS,plural,singular,The directors of the committee in question,is,are,are,is,The directors of the committee in question are responsible for the decision.,1,1,4,4,6,7
agr_0229,229,of_in_question,be_present,director,directors,committee,committees,PP,plural,plural,The directors of the committees in question,is,are,are,is,The directors of the committees in question are responsible for the decision.,1,1,4,4,6,7
agr_0230,230,of_in_question,be_present,advisor,advisors,firm,firms,SS,singular,singular,The advisor of the firm in question,is,are,is,are,The advisor of the firm in question is responsible for the decision.,1,1,4,4,6,7
agr_0230,230,of_in_question,be_present,advisor,advisors,firm,firms,SP,singular,plural,The advisor of the firms in question,is,are,is,are,The advisor of the firms in question is responsible for the decision.,1,1,4,4,6,7
agr_0230,230,of_in_question,be_present,advisor,advisors,firm,firms,PS,plural,singular,The advisors of the firm in question,is,are,are,is,The advisors of the firm in question are responsible for the decision.,1,1,4,4,6,7
agr_0230,230,of_in_question,be_present,advisor,advisors,firm,firms,PP,plural,plural,The advisors of the firms in question,is,are,are,is,The advisors of the firms in question are responsible for the decision.,1,1,4,4,6,7
agr_0231,231,of_in_question,be_present,planner,planners,office,offices,SS,singular,singular,The planner of the office in question,is,are,is,are,The planner of the office in question is responsible for the decision.,1,1,4,4,6,7
agr_0231,231,of_in_question,be_present,planner,planners,office,offices,SP,singular,plural,The planner of the offices in question,is,are,is,are,The planner of the offices in question is responsible for the decision.,1,1,4,4,6,7
agr_0231,231,of_in_question,be_present,planner,planners,office,offices,PS,plural,singular,The planners of the office in question,is,are,are,is,The planners of the office in question are responsible for the decision.,1,1,4,4,6,7
agr_0231,231,of_in_question,be_present,planner,planners,office,offices,PP,plural,plural,The planners of the offices in question,is,are,are,is,The planners of the offices in question are responsible for the decision.,1,1,4,4,6,7
agr_0232,232,of_in_question,be_present,doctor,doctors,club,clubs,SS,singular,singular,The doctor of the club in question,is,are,is,are,The doctor of the club in question is responsible for the decision.,1,1,4,4,6,7
agr_0232,232,of_in_question,be_present,doctor,doctors,club,clubs,SP,singular,plural,The doctor of the clubs in question,is,are,is,are,The doctor of the clubs in question is responsible for the decision.,1,1,4,4,6,7
agr_0232,232,of_in_question,be_present,doctor,doctors,club,clubs,PS,plural,singular,The doctors of the club in question,is,are,are,is,The doctors of the club in question are responsible for the decision.,1,1,4,4,6,7
agr_0232,232,of_in_question,be_present,doctor,doctors,club,clubs,PP,plural,plural,The doctors of the clubs in question,is,are,are,is,The doctors of the clubs in question are responsible for the decision.,1,1,4,4,6,7
agr_0233,233,of_in_question,be_present,officer,officers,school,schools,SS,singular,singular,The officer of the school in question,is,are,is,are,The officer of the school in question is responsible for the decision.,1,1,4,4,6,7
agr_0233,233,of_in_question,be_present,officer,officers,school,schools,SP,singular,plural,The officer of the schools in question,is,are,is,are,The officer of the schools in question is responsible for the decision.,1,1,4,4,6,7
agr_0233,233,of_in_question,be_present,officer,officers,school,schools,PS,plural,singular,The officers of the school in question,is,are,are,is,The officers of the school in question are responsible for the decision.,1,1,4,4,6,7
